concrete_grade,water_cement_ratio_design,water_cement_ratio_actual,cement_type,admixture_type,target_slump_mm,max_aggregate_size_mm,planned_pour_month,curing_method,planned_curing_duration_days,actual_curing_duration_days,spec_min_curing_days,wc_ratio_tolerance_spec,pre_pour_checklist_signed_off_ratio,shrinkage_risk_season,wind_exposure_category,site_environment,accessibility,city,project_tier,count_similar_elements,defect_image,defect_id,site_id,project_name,defect_super_category,defect_category,element_type,floor_level,mix_recipe_code,mix_design_source,workability_test_type,label_source,defect_occurred,defect_type,severity,root_cause
M30 SCC,0.439,0.505,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,7,10,0.02,0.85,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,26,img_240.jpg,DEF-T3F26-241,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Critical,High W/C
M30 SCC,0.439,0.527,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),10,4,10,0.02,0.68,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,12,img_241.jpg,DEF-T3F26-242,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Critical,Poor curing
M30 SCC,0.439,0.528,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,8,10,0.02,0.63,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,34,img_242.jpg,DEF-T3F26-243,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Structural,Critical,High W/C
M30 SCC,0.439,0.528,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),10,5,10,0.02,0.64,Low,Low,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,8,img_243.jpg,DEF-T3F26-244,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.492,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,13,10,0.02,0.65,Low,Moderate,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,26,img_244.jpg,DEF-T3F26-245,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Structural,Moderate,High W/C
M30 SCC,0.439,0.499,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,14,10,0.02,0.42,Low,High,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,8,img_245.jpg,DEF-T3F26-246,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Critical,High W/C
M30 SCC,0.439,0.403,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),10,12,10,0.02,0.76,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,8,img_246.jpg,DEF-T3F26-247,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.427,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,11,10,0.02,0.92,Low,Low,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,18,img_247.jpg,DEF-T3F26-248,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.477,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,14,12,10,0.02,0.8,Low,Moderate,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,12,img_248.jpg,DEF-T3F26-249,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.438,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,9,10,0.02,0.44,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,26,img_249.jpg,DEF-T3F26-250,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.521,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,8,10,0.02,0.8,Low,High,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,26,img_250.jpg,DEF-T3F26-251,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Structural,Critical,High W/C
M30 SCC,0.439,0.497,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,5,10,0.02,0.68,Low,Low,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,12,img_251.jpg,DEF-T3F26-252,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Critical,Poor curing
M30 SCC,0.439,0.471,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,9,10,0.02,0.48,Low,Low,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,18,img_252.jpg,DEF-T3F26-253,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Structural,Critical,High W/C
M30 SCC,0.439,0.469,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,14,4,10,0.02,0.9,Low,Low,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,34,img_253.jpg,DEF-T3F26-254,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Critical,Poor curing
M30 SCC,0.439,0.493,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,12,10,0.02,0.74,Low,Moderate,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,18,img_254.jpg,DEF-T3F26-255,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.521,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),10,6,10,0.02,0.98,Low,Low,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,34,img_255.jpg,DEF-T3F26-256,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Structural,Critical,High W/C
M30 SCC,0.439,0.441,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,11,10,0.02,0.57,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,18,img_256.jpg,DEF-T3F26-257,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.514,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,14,11,10,0.02,0.68,Low,High,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,12,img_257.jpg,DEF-T3F26-258,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Structural,Critical,High W/C
M30 SCC,0.439,0.511,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,12,10,0.02,0.84,Low,Low,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,34,img_258.jpg,DEF-T3F26-259,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.419,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,7,10,0.02,0.6,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,26,img_259.jpg,DEF-T3F26-260,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Critical,Poor curing
M30 SCC,0.439,0.498,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,14,7,10,0.02,0.69,Low,High,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,12,img_260.jpg,DEF-T3F26-261,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Structural,Critical,High W/C
M30 SCC,0.439,0.493,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,5,10,0.02,0.69,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,8,img_261.jpg,DEF-T3F26-262,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Critical,Poor curing
M30 SCC,0.439,0.453,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,3,10,0.02,0.91,Low,Low,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,12,img_262.jpg,DEF-T3F26-263,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Critical,Poor curing
M30 SCC,0.439,0.407,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,8,10,0.02,0.78,Low,High,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,26,img_263.jpg,DEF-T3F26-264,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Moderate,Poor curing
M30 SCC,0.439,0.401,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,3,10,0.02,0.83,Low,High,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,34,img_264.jpg,DEF-T3F26-265,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Critical,Poor curing
M30 SCC,0.439,0.413,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,5,10,0.02,0.46,Low,Low,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,34,img_265.jpg,DEF-T3F26-266,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Settlement,Critical,Poor curing
M30 SCC,0.439,0.409,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,9,10,0.02,0.98,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,12,img_266.jpg,DEF-T3F26-267,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Minor,Poor curing
M30 SCC,0.439,0.452,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,4,10,0.02,0.63,Low,Moderate,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,8,img_267.jpg,DEF-T3F26-268,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Critical,Poor curing
M30 SCC,0.439,0.483,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,9,10,0.02,0.6,Low,Low,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,12,img_268.jpg,DEF-T3F26-269,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Critical,High W/C
M30 SCC,0.439,0.405,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,7,10,0.02,0.44,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,8,img_269.jpg,DEF-T3F26-270,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Settlement,Critical,Poor curing
M30 SCC,0.439,0.475,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),10,6,10,0.02,0.85,Low,High,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,18,img_270.jpg,DEF-T3F26-271,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Critical,Poor curing
M30 SCC,0.439,0.516,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,13,10,0.02,0.6,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,8,img_271.jpg,DEF-T3F26-272,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Structural,Critical,High W/C
M30 SCC,0.439,0.456,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,4,10,0.02,0.9,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,34,img_272.jpg,DEF-T3F26-273,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Settlement,Critical,Poor curing
M30 SCC,0.439,0.435,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,13,10,0.02,1.0,Low,Moderate,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,34,img_273.jpg,DEF-T3F26-274,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.487,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,14,5,10,0.02,0.8,Low,Low,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,12,img_274.jpg,DEF-T3F26-275,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Critical,Poor curing
M30 SCC,0.439,0.448,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,14,5,10,0.02,0.87,Low,Low,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,18,img_275.jpg,DEF-T3F26-276,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Moderate,Poor curing
M30 SCC,0.439,0.446,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,10,10,0.02,0.56,Low,Low,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,26,img_276.jpg,DEF-T3F26-277,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.402,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,4,10,0.02,0.61,Low,Low,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,18,img_277.jpg,DEF-T3F26-278,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.453,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),10,7,10,0.02,0.87,Low,High,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,34,img_278.jpg,DEF-T3F26-279,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Critical,Poor curing
M30 SCC,0.439,0.417,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,5,10,0.02,0.58,Low,Moderate,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,12,img_279.jpg,DEF-T3F26-280,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Settlement,Critical,Poor curing
M30 SCC,0.439,0.501,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,10,10,0.02,0.62,Low,Low,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,34,img_280.jpg,DEF-T3F26-281,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Moderate,High W/C
M30 SCC,0.439,0.4,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,7,10,0.02,0.64,Low,High,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,26,img_281.jpg,DEF-T3F26-282,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Critical,Poor curing
M30 SCC,0.439,0.441,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,7,10,0.02,0.97,Low,Low,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,12,img_282.jpg,DEF-T3F26-283,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.495,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,14,7,10,0.02,0.78,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,26,img_283.jpg,DEF-T3F26-284,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Structural,Critical,High W/C
M30 SCC,0.439,0.52,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,4,10,0.02,0.52,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,34,img_284.jpg,DEF-T3F26-285,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Critical,Poor curing
